"trap.name","rev.lat","rev.lng","lat.lng.src","satellite.ind","ZCTA5CE10","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","BlkGrp.geoid","community","zone_class","zone_type","Tract.geoid","LT_HS_pct__BlkGrp2017","median_HHInc__BlkGrp2017","LT_Pov_pct__BlkGrp2017","LT_HS_pct__Tract2017","median_HHInc__Tract2017","LT_Pov_pct__Tract2017"
"T095","41.70532764418326","-87.63295536539816","CDPH",FALSE,60628,17,31,491100,1,170314911001,"ROSELAND","M1-1","3",17031491100,22.373540856,24851,51.78041543,13.546870408,43382,19.527186761
"T095A","41.7047273977372","-87.63805951384876","CDPH",TRUE,60628,17,31,491100,5,170314911005,"ROSELAND","POS-1","12",17031491100,11.042944785,49453,29.227761486,13.546870408,43382,19.527186761
"T096","41.73242806400838","-87.63105648014084","CDPH",FALSE,60620,17,31,834000,1,170318340001,"ROSELAND","M1-2","3",17031834000,20.959264126,33464,26.181353768,16.306483301,34864,23.682409309
"T097","41.644720066326094","-87.60185152802353","CDPH",FALSE,60827,17,31,540101,1,170315401011,"RIVERDALE","M3-2","3",17031540101,34.796747967,25186,52.551020408,20.24291498,12660,62.123164133
"T099","41.73318787971678","-87.55562868950284","CDPH",FALSE,60617,17,31,833900,1,170318339001,"SOUTH CHICAGO","POS-1","12",17031833900,32.957393484,28000,30.834512023,32.677442024,32159,33.346988939
"T100","41.7177671","-87.5316325","Google",FALSE,60617,17,31,520100,1,170315201001,"EAST SIDE","POS-1","12",17031520100,45.491803279,35365,19.068845963,45.491803279,35365,19.068845963
"T102","41.695494070048184","-87.60908176561364","CDPH",FALSE,60628,17,31,500200,2,170315002002,"PULLMAN","M3-3","3",17031500200,11.079545455,46500,11.390284757,11.497975709,34038,32.427184466
"T103","41.6863678","-87.5363922","Google",FALSE,60617,17,31,520600,1,170315206001,"EAST SIDE","RS-2","4",17031520600,24.865735768,42764,16.749291785,24.865735768,42764,16.749291785
"T104","41.67237617579695","-87.57547737657654","CDPH",FALSE,60633,17,31,838800,2,170318388002,"SOUTH DEERING","M3-3","3",17031838800,26.95584818,15875,60.79277865,28.306010929,19155,49.574588769
"T107","41.729263505561725","-87.60345868977669","CDPH",FALSE,60619,17,31,440800,2,170314408002,"CHATHAM","RT-4","4",17031440800,9.5427435388,24500,40.19253911,15.92760181,19833,44.236960721
"T114","41.79821072626856","-87.73692496319906","CDPH",FALSE,60632,17,31,570500,2,170315705002,"ARCHER HEIGHTS","C2-1","2",17031570500,26.383981154,37688,17.911530094,25.918225918,41875,18.394648829
"T114B","41.79799893946895","-87.73691910505724","CDPH",TRUE,60632,17,31,570500,2,170315705002,"ARCHER HEIGHTS","C2-1","2",17031570500,26.383981154,37688,17.911530094,25.918225918,41875,18.394648829
"T115","41.66238672759086","-87.59017972751752","CDPH",FALSE,60633,17,31,838800,2,170318388002,"SOUTH DEERING","PMD 6","6",17031838800,26.95584818,15875,60.79277865,28.306010929,19155,49.574588769
"T128","41.704687213624375","-87.5642355621286","CDPH",FALSE,60617,17,31,838800,2,170318388002,"SOUTH DEERING","POS-1","12",17031838800,26.95584818,15875,60.79277865,28.306010929,19155,49.574588769
"T128A","41.70602407606748","-87.56583547865658","CDPH",TRUE,60617,17,31,838800,2,170318388002,"SOUTH DEERING","RS-3","4",17031838800,26.95584818,15875,60.79277865,28.306010929,19155,49.574588769
"T129","41.89151302234628","-87.60978482187917","CDPH",FALSE,60611,17,31,81402,1,170310814021,"NEAR NORTH SIDE","PD 527","5",17031081402,0,71833,8.6155378486,0.4411423264,109801,6.735340729
"T135","41.6635341","-87.6319993","Google",FALSE,60628,17,31,530503,3,170315305033,"WEST PULLMAN","RS-2","4",17031530503,9.262295082,25455,37.560503388,13.695899772,35074,29.621380846
"T135B","41.663188493534854","-87.63267835982573","CDPH",TRUE,60628,17,31,530503,3,170315305033,"WEST PULLMAN","M3-3","3",17031530503,9.262295082,25455,37.560503388,13.695899772,35074,29.621380846
"T138","41.71054240215372","-87.58455893336821","CDPH",FALSE,60617,17,31,510300,3,170315103003,"SOUTH DEERING","M3-3","3",17031510300,7.6363636364,NA,34.682860999,11.210262131,30625,23.155265181
"T138B","41.71082938844816","-87.58452583946809","CDPH",TRUE,60617,17,31,510300,3,170315103003,"SOUTH DEERING","M3-3","3",17031510300,7.6363636364,NA,34.682860999,11.210262131,30625,23.155265181
"T141","41.96158436461","-87.76061670251877","CDPH",FALSE,60630,17,31,150300,2,170311503002,"PORTAGE PARK","RS-3","4",17031150300,6.0445387063,51709,22.113821138,9.105459719,74106,13.191802675
"T142","41.953540120811525","-87.77693904181494","CDPH",FALSE,60634,17,31,150502,2,170311505022,"PORTAGE PARK","B3-2","1",17031150502,1.9505851756,48856,19.411764706,10.653505786,57857,16.973024588
"T143","41.9991197","-87.7955664","Google",FALSE,60631,17,31,100200,1,170311002001,"NORWOOD PARK","RS-2","4",17031100200,3.7894736842,68352,15.336463224,7.8319006686,70549,6.3771636805
"T144","41.940781697748726","-87.79442975887669","CDPH",FALSE,60634,17,31,171000,3,170311710003,"DUNNING","RS-2","4",17031171000,21.812080537,50093,2.3319615912,13.973558575,67308,8.5428458602
"T145","41.8157323","-87.6655132","Google",FALSE,60613,17,31,60200,1,170310602001,"LAKE VIEW","RT-4","4",17031060200,4.5407636739,67900,5.2356020942,6.161971831,69650,16.586222027
"T146","41.958005533581535","-87.70218107456284","CDPH",FALSE,60618,17,31,160601,2,170311606012,"IRVING PARK","RS-3","4",17031160601,21.607142857,78512,12.113720643,16.391461941,67113,11.785519869
"T147","41.93279020985206","-87.7002378838387","CDPH",FALSE,60618,17,31,210700,2,170312107002,"AVONDALE","RS-3","4",17031210700,17.818574514,61111,30.040053405,21.836065574,51758,23.784681053
"T148","42.0178008501155","-87.68760144594536","CDPH",FALSE,60645,17,31,20100,2,170310201002,"WEST RIDGE","RT-3.5","4",17031020100,20.213799806,44569,22.855227882,21.161382259,49318,18.91634981
"T149","41.99455586117901","-87.66942551106938","CDPH",FALSE,60660,17,31,30200,4,170310302004,"EDGEWATER","RS-3","4",17031030200,15.219123506,47589,9.2605390463,7.6738032235,64089,11.407814648
"T150","42.00659785873985","-87.677866206975","CDPH",FALSE,60626,17,31,10701,1,170310107011,"ROGERS PARK","RS-2","4",17031010701,26.350245499,41316,33.773377338,18.492387672,60798,18.366814506
"T151","41.91613471854847","-87.80109280863755","CDPH",FALSE,60707,17,31,250500,4,170312505004,"AUSTIN","RS-2","4",17031250500,14.586255259,115690,0,10.902674591,74347,11.812361166
"T152","41.845715401799","-87.7158985974353","CDPH",FALSE,60623,17,31,300600,2,170313006002,"SOUTH LAWNDALE","RT-4","4",17031300600,42.360248447,36406,34.731774415,45.183608302,41286,26.924381146
"T153","41.90933995853726","-87.76107828229969","CDPH",FALSE,60639,17,31,250700,5,170312507005,"AUSTIN","B3-1","1",17031250700,10.113780025,29592,20.419426049,11.208677686,31370,25.972275703
"T154","41.920412159677035","-87.75249946658316","CDPH",FALSE,60639,17,31,191100,5,170311911005,"BELMONT CRAGIN","RS-3","4",17031191100,52.815829528,49563,27.195720018,41.864175023,47750,22.191528545
"T155","41.77600539167921","-87.77940766760916","CDPH",FALSE,60638,17,31,640600,3,170316406003,"CLEARING","RS-2","4",17031640600,15.061549602,46489,9.7369893677,21.292517007,42274,20.920897285
"T156","41.77239228297989","-87.7398164742613","CDPH",FALSE,60629,17,31,640800,2,170316408002,"CLEARING","RS-2","4",17031640800,16.9921875,51477,8.2107843137,14.873140857,54722,10.835214447
"T157","41.82647646684649","-87.64673197961164","CDPH",FALSE,60609,17,31,839900,2,170318399002,"BRIDGEPORT","RS-3","4",17031839900,14.932885906,65000,14.771151179,15.724962631,50265,15.294924554
"T158","41.6821804028987","-87.71009165099498","CDPH",FALSE,60655,17,31,740400,4,170317404004,"MOUNT GREENWOOD","RS-2","4",17031740400,5.8043117745,81154,5.5741360089,4.1615289766,82128,3.748125937
"T159","41.73144685817715","-87.64972225277589","CDPH",FALSE,60620,17,31,730202,1,170317302021,"WASHINGTON HEIGHTS","RS-2","4",17031730202,4.7445255474,42117,17.192530586,8.8562351072,48564,13.059586292
"T160","41.690922985124566","-87.68225967398746","CDPH",FALSE,60655,17,31,750400,1,170317504001,"MORGAN PARK","RS-2","4",17031750400,3.0852994555,69397,2.8711484594,2.3297491039,93188,3.8605230386
"T161","41.71817102244511","-87.67485882342494","CDPH",FALSE,60643,17,31,720300,2,170317203002,"BEVERLY","RS-2","4",17031720300,0,137736,5.2763819095,2.5285763769,125625,4.6102661597
"T162","41.72403383684215","-87.61434507516306","CDPH",FALSE,60619,17,31,490300,1,170314903001,"ROSELAND","RS-3","4",17031490300,8.78293601,42961,34.117647059,9.3506493506,52500,25.185185185
"T200","41.65667699900608","-87.5594407188114","CDPH",FALSE,60633,17,31,550200,2,170315502002,"HEGEWISCH","POS-3","12",17031550200,10.10989011,40305,10.925449871,9.0810222947,52841,5.976931143
"T200A","41.66010535917154","-87.54698761304829","CDPH",TRUE,60633,17,31,550100,6,170315501006,"HEGEWISCH","RS-2","4",17031550100,16.483516484,47206,27.459016393,15.037437604,56445,20.250812819
"T200B","41.64831068933974","-87.55963204714429","CDPH",TRUE,60633,17,31,550200,2,170315502002,"HEGEWISCH","M3-3","3",17031550200,10.10989011,40305,10.925449871,9.0810222947,52841,5.976931143
"T203","41.65678913914596","-87.5594401791304","CDPH",FALSE,60633,17,31,550200,2,170315502002,"HEGEWISCH","POS-3","12",17031550200,10.10989011,40305,10.925449871,9.0810222947,52841,5.976931143
"T206","41.65483844760961","-87.54215855362166","CDPH",FALSE,60633,17,31,550100,5,170315501005,"HEGEWISCH","RS-3","4",17031550100,11.021505376,81382,2.7777777778,15.037437604,56445,20.250812819
"T209","41.657068875649955","-87.54604886505916","CDPH",FALSE,60633,17,31,550100,6,170315501006,"HEGEWISCH","RS-3","4",17031550100,16.483516484,47206,27.459016393,15.037437604,56445,20.250812819
"T212","41.681034931122895","-87.53343646731054","CDPH",FALSE,60617,17,31,550100,5,170315501005,"HEGEWISCH","RS-2","4",17031550100,11.021505376,81382,2.7777777778,15.037437604,56445,20.250812819
"T215","41.686489249898166","-87.53105981104665","CDPH",FALSE,60617,17,31,520500,3,170315205003,"EAST SIDE","RS-2","4",17031520500,23.561946903,38750,27.426900585,20.397225725,62203,15.003912363
"T218","41.94850006410376","-87.73055318743594","CDPH",FALSE,60641,17,31,161000,2,170311610002,"IRVING PARK","RS-2","4",17031161000,5.4775280899,73125,10.27332705,5.409252669,73342,7.3507646769
"T218A","41.95539067124719","-87.73104149885343","CDPH",TRUE,60641,17,31,160300,2,170311603002,"IRVING PARK","RT-4","4",17031160300,4.1294642857,40156,30.614035088,5.8671824629,51511,13.184747583
"T218B","41.948589588728154","-87.74038844587119","CDPH",TRUE,60641,17,31,161100,2,170311611002,"IRVING PARK","M1-1","3",17031161100,4.181184669,123438,1.1273957159,4.1759880686,101848,1.8087855297
"T218C","41.93407498961357","-87.73795704448698","CDPH",TRUE,60641,17,31,200100,2,170312001002,"HERMOSA","RS-3","4",17031200100,37.86407767,63750,5.2046783626,29.027729028,44419,7.3429042128
"T219","41.967085499658836","-87.67516072473471","CDPH",FALSE,60640,17,31,830800,1,170318308001,"LINCOLN SQUARE","C3-2","2",17031830800,2.5943396226,81780,4.3388429752,1.4811490126,71607,5.833015631
"T220","41.96440545399697","-87.69137039109717","CDPH",FALSE,60625,17,31,40800,1,170310408001,"LINCOLN SQUARE","RS-3","4",17031040800,10.680907877,74115,5.6263269639,10.923803102,74688,5.6437389771
"T221","41.65923601846575","-87.61201512813366","CDPH",FALSE,60628,17,31,540102,1,170315401021,"RIVERDALE","M1-1","3",17031540102,10.075566751,6286,66.433566434,21.621621622,14439,63.804220399
"T222","41.92528678345797","-87.74745912379434","CDPH",FALSE,60639,17,31,190800,3,170311908003,"BELMONT CRAGIN","RS-3","4",17031190800,42.31884058,63958,16.219062665,38.14344174,42279,21.361111111
"T223","41.974522761157274","-87.80458946950488","CDPH",FALSE,60656,17,31,100700,5,170311007005,"NORWOOD PARK","RS-2","4",17031100700,4.6242774566,70833,5.5599060298,6.4210241127,77324,4.2485732403
"T224","41.94704449504484","-87.67306105349785","CDPH",FALSE,60613,17,31,60300,2,170310603002,"LAKE VIEW","RS-3","4",17031060300,1.5243902439,101042,1.0822510823,1.8234562785,114412,1.0690551864
"T225","41.7426704781299","-87.73155005887604","CDPH",FALSE,60652,17,31,700301,3,170317003013,"ASHBURN","RS-2","4",17031700301,35.976408912,49559,13.512593601,25.108556833,64118,11.846107056
"T226","41.79436647814991","-87.64892513653469","CDPH",FALSE,60609,17,31,612100,1,170316121001,"NEW CITY","RS-3","4",17031612100,20.806451613,23438,28.840436075,20.806451613,23438,28.840436075
"T227","41.728490033986375","-87.60852430813071","CDPH",FALSE,60619,17,31,440900,1,170314409001,"CHATHAM","RS-3","4",17031440900,8.8028169014,38750,6.1170212766,18.138707765,34050,21.606994172
"T228","41.95366415238544","-87.72498719138876","CDPH",FALSE,60618,17,31,160900,2,170311609002,"IRVING PARK","POS-1","12",17031160900,7.8864353312,82981,2.5583982202,4.8611111111,80551,10.551948052
"T229","41.69022108817417","-87.63761637218968","CDPH",FALSE,60628,17,31,491200,3,170314912003,"ROSELAND","RS-2","4",17031491200,5.4279749478,NA,12.254160363,10.426871938,42400,27.434052758
"T230","41.904773447835936","-87.75568575289235","CDPH",FALSE,60651,17,31,250800,2,170312508002,"AUSTIN","POS-1","12",17031250800,20.581113801,39250,17.096774194,23.556430446,38462,36.52173913
"T231","41.98788069188603","-87.66678507548095","CDPH",FALSE,60660,17,31,30500,2,170310305002,"EDGEWATER","RT-3.5","4",17031030500,12.394705174,71667,2.1310602025,9.785202864,79587,9.3745149775
"T232","41.913051862687965","-87.66790523595525","CDPH",FALSE,60622,17,31,240200,1,170312402001,"WEST TOWN","RT-4","4",17031240200,4.6934140802,124545,7.2236180905,4.6934140802,124545,7.2236180905
"T233","42.0106432736568","-87.80679730045945","CDPH",FALSE,60631,17,31,90200,1,170310902001,"EDISON PARK","POS-1","12",17031090200,5.9620596206,100227,0.7063572149,3.2381335479,100808,2.0873144201
"T234","41.94285841518001","-87.76187938886866","CDPH",FALSE,60641,17,31,151100,4,170311511004,"PORTAGE PARK","POS-1","12",17031151100,25.698324022,34848,43.104943625,23.43418259,58269,18.353528154
"T235","41.7748411153277","-87.72800581922763","CDPH",FALSE,60629,17,31,650301,4,170316503014,"WEST LAWN","RS-2","4",17031650301,11.764705882,72778,10.706860707,21.539397627,57245,11.494252874
"T236","41.99496630402897","-87.77083721987879","CDPH",FALSE,60646,17,31,120100,3,170311201003,"FOREST GLEN","RS-1","4",17031120100,4.834605598,84073,3.6121673004,2.1681247623,124338,2.7443805541
"T237","41.73877389864867","-87.69635920361578","CDPH",FALSE,60652,17,31,700502,2,170317005022,"ASHBURN","POS-1","12",17031700502,9.1056910569,72348,5.641025641,8.2442067736,80625,3.7311131668
"T238","41.75348981635372","-87.70837786853586","CDPH",FALSE,60652,17,31,700100,1,170317001001,"ASHBURN","PD 716","5",17031700100,10.99796334,66014,11.452991453,13.022351798,61925,16.901813994
"T240","41.91867575415674","-87.66437444367844","CDPH",FALSE,60614,17,31,832500,2,170318325002,"LINCOLN PARK","PMD 2","6",17031832500,5.7319907049,129722,5.5029585799,7.2273324573,116935,14.569125852
"T240B","41.919193245183514","-87.66476075044069","CDPH",TRUE,60614,17,31,832500,2,170318325002,"LINCOLN PARK","PMD 2","6",17031832500,5.7319907049,129722,5.5029585799,7.2273324573,116935,14.569125852
"T241","41.93053054160167","-87.76180737732278","CDPH",FALSE,60639,17,31,190701,1,170311907011,"BELMONT CRAGIN","RS-3","4",17031190701,30.867850099,53036,19.27480916,28.970427163,44797,19.958056624
"T242","41.79168956384981","-87.78163597127872","CDPH",FALSE,60638,17,31,561100,6,170315611006,"GARFIELD RIDGE","B3-1","1",17031561100,6.4439140811,90357,0,13.42544317,81763,3.7967817754
"T900","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T901","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T902","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T903","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T904","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T905","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T906","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T907","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T908","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T909","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T910","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T911","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T912","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T913","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T914","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T915","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T916","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T917","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T918","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T920","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T921","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T923","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T924","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
"T925","41.9738886","-87.8907904","Google",FALSE,60018,17,31,980000,1,170319800001,"OHARE","PD 0","5",17031980000,NA,NA,NA,NA,NA,NA
