"FID_noaa_w","Field1","STATION","NAME","location","LATITUDE","LONGITUDE","ELEVATION","nrows","min_date","max_date","AWND_n","DAPR_n","DASF_n","EVAP_n","FMTM_n","MDPR_n","MDSF_n","MNPN_n","MXPN_n","PGTM_n","PRCP_n","SN32_n","SN52_n","SNOW_n","SNWD_n","SX32_n","SX52_n","TAVG_n","TMAX_n","TMIN_n","TOBS_n","WDF2_n","WDF5_n","WDMV_n","WESD_n","WESF_n","WSF2_n","WSF5_n","WSFG_n","WT01_n","WT02_n","WT03_n","WT04_n","WT05_n","WT06_n","WT07_n","WT08_n","WT09_n","WT10_n","WT11_n","WT13_n","WT14_n","WT15_n","WT16_n","WT17_n","WT18_n","WT19_n","WT21_n","WT22_n","SN53_n","SX53_n","tavg2_n","FID_tl_201","ZCTA5CE10","GEOID10","CLASSFP10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
238,239,"US1ILWL0135","PLAINFIELD 3.2 NNE, IL US","(41.657,-88.1768)",41.657,-88.1768,190,180,9/23/2016,5/18/2018,0,0,0,0,0,0,0,0,0,0,180,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728,"60490","60490","B5","G6350","S",24450260,65999,"+41.6693203","-088.1453990"
57,58,"US1ILCK0132","PALOS PARK 1.7 WSW, IL US","(41.6585,-87.8759)",41.6585,-87.8759,219,464,2/20/2009,4/28/2016,0,0,0,0,0,0,0,0,0,0,464,0,0,337,48,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,"60464","60464","B5","G6350","S",20222764,1042657,"+41.6628404","-087.8607559"
36,37,"US1ILCK0082","BURNHAM HEGEWISCH 1.6 NNW, IL US","(41.6598,-87.5529)",41.6598,-87.5529,178,3160,9/6/2007,6/22/2018,0,0,0,0,0,0,0,0,0,0,3159,0,0,2240,104,0,0,0,0,0,0,0,0,0,37,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22253,"60633","60633","B5","G6350","S",26638667,5008815,"+41.6637834","-087.5613138"
106,107,"US1ILCK0246","LEMONT 0.4 S, IL US","(41.6641,-87.9913)",41.6641,-87.9913,214,147,10/3/2014,10/15/2018,0,0,0,0,0,0,0,0,0,0,147,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709,"60439","60439","B5","G6350","S",78665626,3456673,"+41.6759759","-087.9835086"
68,69,"US1ILCK0153","ALSIP 0.2 E, IL US","(41.6703,-87.7312)",41.6703,-87.7312,183,3107,10/25/2009,10/19/2018,0,0,0,0,0,0,0,0,0,0,3107,0,0,1019,12,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,"60803","60803","B5","G6350","S",19625099,318958,"+41.6740639","-087.7362222"
51,52,"US1ILCK0116","BLUE ISLAND 1.1 NNW, IL US","(41.673,-87.6887)",41.673,-87.6887,197,460,7/7/2008,10/26/2011,0,0,0,0,0,0,0,0,0,0,460,0,0,288,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26636,"60406","60406","B5","G6350","S",14408332,240125,"+41.6549452","-087.6819519"
77,78,"US1ILCK0173","PALOS PARK 3.6 WNW, IL US","(41.6768,-87.9114)",41.6768,-87.9114,218,2202,11/21/2010,12/29/2018,0,0,0,0,0,0,0,0,0,0,2201,0,0,1495,228,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,"60464","60464","B5","G6350","S",20222764,1042657,"+41.6628404","-087.8607559"
69,70,"US1ILCK0154","WORTH 0.1 E, IL US","(41.6874,-87.7911)",41.6874,-87.7911,186,3273,11/3/2009,12/30/2018,0,0,0,0,0,0,0,0,0,0,3273,0,0,2330,1070,0,0,0,0,0,0,0,0,0,411,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,"60482","60482","B5","G6350","S",6322618,33039,"+41.6878431","-087.7899455"
210,211,"US1ILWL0031","BOLINGBROOK 3.5 W, IL US","(41.6935,-88.1444)",41.6935,-88.1444,199,1082,10/3/2007,9/24/2010,0,0,0,0,0,0,0,0,0,0,1082,0,0,860,260,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728,"60490","60490","B5","G6350","S",24450260,65999,"+41.6693203","-088.1453990"
63,64,"US1ILCK0148","OAK LAWN 1.9 SE, IL US","(41.6936,-87.729)",41.6936,-87.729,182,2115,10/26/2009,12/27/2018,0,0,0,0,0,0,0,0,0,0,2115,0,0,1127,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
71,72,"US1ILCK0158","MERRIONETTE PARK 1.2 NNW, IL US","(41.6961,-87.7087)",41.6961,-87.7087,189,438,11/15/2009,7/24/2012,0,0,0,0,0,0,0,0,0,0,438,0,0,248,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4447,"60655","60655","B5","G6350","S",11408006,0,"+41.6947762","-087.7037764"
233,234,"US1ILWL0112","BOLINGBROOK 0.5 ESE, IL US","(41.6963,-88.0688)",41.6963,-88.0688,217,102,3/31/2014,7/23/2014,0,0,0,0,0,0,0,0,0,0,102,0,0,69,35,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711,"60440","60440","B5","G6350","S",41628720,494257,"+41.7006001","-088.0750061"
75,76,"US1ILCK0171","OAK LAWN 1.7 SE, IL US","(41.701,-87.7247)",41.701,-87.7247,188,155,9/22/2010,8/3/2011,0,0,0,0,0,0,0,0,0,0,155,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
67,68,"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","(41.7018,-87.782)",41.7018,-87.782,182,3073,10/25/2009,12/30/2018,0,0,0,0,0,0,0,0,0,0,3073,0,0,2330,1420,0,0,0,0,0,0,0,0,0,119,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26907,"60415","60415","B5","G6350","S",5954577,0,"+41.7029673","-087.7788635"
216,217,"US1ILWL0053","BOLINGBROOK 0.9 WNW, IL US","(41.7039,-88.0937)",41.7039,-88.0937,219,394,11/18/2009,1/11/2012,0,0,0,0,0,0,0,0,0,0,394,0,0,281,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711,"60440","60440","B5","G6350","S",41628720,494257,"+41.7006001","-088.0750061"
226,227,"US1ILWL0092","NAPERVILLE 4.0 SSW, IL US","(41.7062,-88.1734)",41.7062,-88.1734,203,2323,3/20/2012,12/30/2018,0,0,0,0,0,0,0,0,0,0,2323,0,0,1513,66,0,0,0,0,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,"60564","60564","B5","G6350","S",41614041,464055,"+41.7062338","-088.1951036"
64,65,"US1ILCK0149","OAK LAWN 0.5 SSW, IL US","(41.7084,-87.7539)",41.7084,-87.7539,182,2889,11/1/2009,12/30/2018,0,0,0,0,0,0,0,0,0,0,2885,0,0,1957,485,0,0,0,0,0,0,0,0,0,264,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
291,292,"USC00115110","LITTLE RED SCHOOL HOUSE, IL US","(41.7091,-87.8761)",41.7091,-87.8761,218,4678,1/1/2006,12/30/2018,0,5,0,0,0,5,0,0,0,0,4662,0,0,4209,4206,0,0,0,2148,2154,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,2716,"60480","60480","B5","G6350","S",15111473,697434,"+41.7292307","-087.8811338"
214,215,"US1ILWL0044","NAPERVILLE 3.6 SSW, IL US","(41.7146,-88.1807)",41.7146,-88.1807,208,1191,4/8/2008,6/7/2013,0,0,0,0,0,0,0,0,0,0,1191,0,0,763,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,"60564","60564","B5","G6350","S",41614041,464055,"+41.7062338","-088.1951036"
50,51,"US1ILCK0108","BEVERLY 0.3 N, IL US","(41.7165,-87.671)",41.7165,-87.671,203,340,4/10/2008,6/9/2011,0,0,0,0,0,0,0,0,0,0,340,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
147,148,"US1ILDP0052","DARIEN 2.4 SSW, IL US","(41.7185,-87.9996)",41.7185,-87.9996,230,1127,4/23/2008,10/28/2013,0,0,0,0,0,0,0,0,0,0,1126,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,"60561","60561","B5","G6350","S",16165350,265516,"+41.7456625","-087.9814940"
234,235,"US1ILWL0115","BOLINGBROOK 2.2 NE, IL US","(41.7235,-88.0482)",41.7235,-88.0482,227,104,4/24/2014,11/6/2014,0,0,0,0,0,0,0,0,0,0,104,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711,"60440","60440","B5","G6350","S",41628720,494257,"+41.7006001","-088.0750061"
240,241,"US1ILWL0137","NAPERVILLE 2.8 SSW, IL US","(41.7243,-88.1711)",41.7243,-88.1711,208,542,5/8/2017,12/30/2018,0,0,0,0,0,0,0,0,0,0,542,0,0,379,22,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,"60564","60564","B5","G6350","S",41614041,464055,"+41.7062338","-088.1951036"
94,95,"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","(41.7269,-87.7777)",41.7269,-87.7777,188,1995,3/4/2013,12/30/2018,0,0,0,0,0,0,0,0,0,0,1994,0,0,1493,695,0,0,0,0,0,0,0,0,0,513,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
66,67,"US1ILCK0151","EVERGREEN PARK 0.5 NE, IL US","(41.7274,-87.6949)",41.7274,-87.6949,190,650,1/3/2009,8/18/2011,0,0,0,0,0,0,0,0,0,0,621,0,0,436,45,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4459,"60805","60805","B5","G6350","S",8826670,0,"+41.7220014","-087.7024457"
101,102,"US1ILCK0234","OAK LAWN 1.6 NW, IL US","(41.7284,-87.7762)",41.7284,-87.7762,188,431,3/15/2014,9/27/2018,0,0,0,0,0,0,0,0,0,0,431,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
3,4,"US1ILCK0011","OAK LAWN 1.6 NW, IL US","(41.7287,-87.7763)",41.7287,-87.7763,190,230,2/21/2007,12/9/2008,0,0,0,0,0,0,0,0,0,0,230,0,0,230,43,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
179,180,"US1ILDP0102","BOLINGBROOK 2.7 NE, IL US","(41.7302,-88.0448)",41.7302,-88.0448,234,1965,8/4/2011,12/27/2016,0,0,0,0,0,0,0,0,0,0,1965,0,0,1357,661,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711,"60440","60440","B5","G6350","S",41628720,494257,"+41.7006001","-088.0750061"
59,60,"US1ILCK0139","OAK LAWN 1.1 N, IL US","(41.7304,-87.7561)",41.7304,-87.7561,191,2279,4/26/2009,12/25/2018,0,0,0,0,0,0,0,0,0,0,2276,0,0,1743,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,"60453","60453","B5","G6350","S",21901343,0,"+41.7142681","-087.7528189"
165,166,"US1ILDP0079","BURR RIDGE 1.9 SW, IL US","(41.7319,-87.9486)",41.7319,-87.9486,221,3347,5/26/2009,12/30/2018,0,0,0,0,0,0,0,0,0,0,3347,0,0,2535,1374,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,"60527","60527","B5","G6350","S",37559151,906482,"+41.7430737","-087.9292145"
193,194,"US1ILDP0140","NAPERVILLE 3.0 SE, IL US","(41.7349,-88.1085)",41.7349,-88.1085,220,173,6/3/2016,7/22/2018,0,0,0,0,0,0,0,0,0,0,173,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6925,"60565","60565","B5","G6350","S",32161307,482552,"+41.7307292","-088.1243363"
286,287,"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","(41.7372,-87.7775)",41.7372,-87.7775,189,4747,1/1/2006,12/30/2018,0,0,0,0,0,0,0,0,0,0,4737,0,0,4624,4619,0,0,0,4743,4742,4747,0,0,0,13,0,0,0,0,831,0,561,59,17,56,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4740,10419,"60459","60459","B5","G6350","S",10868979,0,"+41.7444315","-087.7685764"
164,165,"US1ILDP0078","NAPERVILLE 2.4 SE, IL US","(41.7418,-88.1162)",41.7418,-88.1162,216,1304,9/1/2009,12/30/2018,0,0,0,0,0,0,0,0,0,0,1304,0,0,1038,170,0,0,0,0,0,0,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6925,"60565","60565","B5","G6350","S",32161307,482552,"+41.7307292","-088.1243363"
128,129,"US1ILDP0020","NAPERVILLE 3.2 ESE, IL US","(41.7423,-88.0982)",41.7423,-88.0982,241,2090,2/24/2007,2/10/2013,0,0,0,0,0,0,0,0,0,0,2088,0,0,1655,224,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6925,"60565","60565","B5","G6350","S",32161307,482552,"+41.7307292","-088.1243363"
187,188,"US1ILDP0118","DARIEN 0.4 SSE, IL US","(41.7431,-87.9746)",41.7431,-87.9746,229,1886,10/31/2013,12/29/2018,0,0,0,0,0,0,0,0,0,0,1886,0,0,1227,320,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,"60561","60561","B5","G6350","S",16165350,265516,"+41.7456625","-087.9814940"
145,146,"US1ILDP0049","NAPERVILLE 2.5 ESE, IL US","(41.7461,-88.1114)",41.7461,-88.1114,223,519,10/18/2007,11/26/2018,0,0,0,0,0,0,0,0,0,0,510,0,0,263,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6925,"60565","60565","B5","G6350","S",32161307,482552,"+41.7307292","-088.1243363"
110,111,"US1ILCK0254","BURR RIDGE 1.2 ESE, IL US","(41.7473,-87.8974)",41.7473,-87.8974,201,109,3/22/2015,10/15/2017,0,0,0,0,0,0,0,0,0,0,101,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,"60527","60527","B5","G6350","S",37559151,906482,"+41.7430737","-087.9292145"
191,192,"US1ILDP0135","DOWNERS GROVE 3.1 SSE, IL US","(41.7533,-88.0021)",41.7533,-88.0021,237,396,12/28/2015,2/13/2017,0,0,0,0,0,0,0,0,0,0,396,0,0,59,6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5670,"60516","60516","B5","G6350","S",20458513,322250,"+41.7612967","-088.0133927"
4,5,"US1ILCK0012","BRIDGEVIEW 1.3 NNW, IL US","(41.755,-87.8173)",41.755,-87.8173,188,4290,12/19/2006,12/30/2018,0,0,0,0,0,0,0,0,0,0,4289,0,0,2845,864,0,0,0,0,0,0,0,0,0,134,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10413,"60455","60455","B5","G6350","S",11279286,0,"+41.7420926","-087.8086491"
173,174,"US1ILDP0093","DARIEN 1.4 ENE, IL US","(41.7558,-87.9507)",41.7558,-87.9507,220,344,7/16/2010,12/14/2015,0,0,0,0,0,0,0,0,0,0,343,0,0,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,"60561","60561","B5","G6350","S",16165350,265516,"+41.7456625","-087.9814940"
132,133,"US1ILDP0027","NAPERVILLE 2.1 ESE, IL US","(41.7564,-88.1135)",41.7564,-88.1135,224,3908,3/9/2007,12/30/2018,0,0,0,0,0,0,0,0,0,0,3908,0,0,2673,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,"60540","60540","B5","G6350","S",34212403,544116,"+41.7646702","-088.1454278"
144,145,"US1ILDP0048","NAPERVILLE 1.9 W, IL US","(41.7578,-88.191)",41.7578,-88.191,215,212,1/8/2009,10/23/2009,0,0,0,0,0,0,0,0,0,0,212,0,0,114,8,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,"60540","60540","B5","G6350","S",34212403,544116,"+41.7646702","-088.1454278"
181,182,"US1ILDP0106","DARIEN 0.9 NNE, IL US","(41.7621,-87.9707)",41.7621,-87.9707,228,569,3/12/2012,5/5/2016,0,0,0,0,0,0,0,0,0,0,569,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,"60561","60561","B5","G6350","S",16165350,265516,"+41.7456625","-087.9814940"
146,147,"US1ILDP0051","DARIEN 1.2 NE, IL US","(41.7621,-87.9616)",41.7621,-87.9616,231,336,2/2/2008,12/22/2009,0,0,0,0,0,0,0,0,0,0,336,0,0,251,4,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,"60561","60561","B5","G6350","S",16165350,265516,"+41.7456625","-087.9814940"
162,163,"US1ILDP0076","WOODRIDGE 1.7 NNE, IL US","(41.7623,-88.0347)",41.7623,-88.0347,230,664,4/10/2009,12/2/2012,0,0,0,0,0,0,0,0,0,0,664,0,0,342,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5672,"60517","60517","B5","G6350","S",22479678,476566,"+41.7419485","-088.0421488"
160,161,"US1ILDP0074","NAPERVILLE 1.9 ENE, IL US","(41.7682,-88.1174)",41.7682,-88.1174,228,1486,3/7/2009,6/29/2013,0,0,0,0,0,0,0,0,0,0,1486,0,0,980,179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,"60540","60540","B5","G6350","S",34212403,544116,"+41.7646702","-088.1454278"
141,142,"US1ILDP0043","NAPERVILLE 0.9 ENE, IL US","(41.7689,-88.1399)",41.7689,-88.1399,213,176,7/28/2007,7/12/2008,0,0,0,0,0,0,0,0,0,0,176,0,0,176,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,"60540","60540","B5","G6350","S",34212403,544116,"+41.7646702","-088.1454278"
127,128,"US1ILDP0018","DOWNERS GROVE 2.1 SE, IL US","(41.7716,-87.994)",41.7716,-87.994,233,2486,2/25/2007,8/22/2014,0,0,0,0,0,0,0,0,0,0,2482,0,0,1874,192,0,0,0,0,0,0,0,0,0,17,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5670,"60516","60516","B5","G6350","S",20458513,322250,"+41.7612967","-088.0133927"
161,162,"US1ILDP0075","NAPERVILLE 1.1 NW, IL US","(41.7729,-88.1713)",41.7729,-88.1713,211,2461,4/1/2009,12/30/2018,0,0,0,0,0,0,0,0,0,0,2247,0,0,1519,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,"60540","60540","B5","G6350","S",34212403,544116,"+41.7646702","-088.1454278"
125,126,"US1ILDP0014","WESTMONT 1.2 SSE, IL US","(41.7811,-87.9641)",41.7811,-87.9641,229,2547,11/1/2007,1/20/2015,0,0,0,0,0,0,0,0,0,0,2547,0,0,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6546,"60559","60559","B5","G6350","S",12618780,243372,"+41.7943709","-087.9728597"
136,137,"US1ILDP0032","LISLE 1.3 SE, IL US","(41.7814,-88.0674)",41.7814,-88.0674,225,4137,4/1/2007,12/30/2018,0,0,0,0,0,0,0,0,0,0,4137,0,0,3105,529,0,0,0,0,0,0,0,0,0,428,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089,"60532","60532","B5","G6350","S",23106884,681351,"+41.7894426","-088.0839844"
